key,environment,family,difficulty,trajectory,start,frames,split,depth_median_m,depth_max_m,depth_masked_columns,flow_valid_share,boundary_share,lum_mean,step_m_median,sha256
Sewerage/easy/P009/001420,Sewerage,Sewerage,easy,P009,1420,32,validation,2.9609,20.75,0,0.9514,0.3211,0.0712,0.2099,29f5d04c06d990d974a9bee465c80104ded55068bfc8df846bc1a1e491ccc556
Sewerage/easy/P010/000490,Sewerage,Sewerage,easy,P010,490,32,validation,9.2812,24.45,0,0.9912,0.5594,0.1858,0.0987,7dc3f2e05798ae2e4233ac2901d9852150be6ab8d5bd55366b915478e598db37
Sewerage/easy/P010/001503,Sewerage,Sewerage,easy,P010,1503,32,validation,7.9258,29.75,0,0.9879,0.3072,0.143,0.2181,b89abac1f973c9648603a49fca4140a468e289b1ade4e988c48b237a30abcdac
Sewerage/easy/P011/000521,Sewerage,Sewerage,easy,P011,521,32,validation,5.3164,18.67,0,0.9667,0.1648,0.2506,0.2043,9a1f144411b9550f18aab8e6d6cd785d41126dfa92cba0d74d56fba27d7a77b6
Sewerage/easy/P011/001595,Sewerage,Sewerage,easy,P011,1595,32,validation,3.7344,24.66,0,0.9633,0.3499,0.0698,0.0903,eade57f13a2ac01c153ba10dbbbd634620bb2130784c807220a3f4f3284dcb4f
Sewerage/hard/P001/000223,Sewerage,Sewerage,hard,P001,223,32,validation,4.3984,10.27,0,0.9386,0.2246,0.2429,0.2043,cdc6243b32cc5575dadd1c663b255450fab9a82328b54fe76c2c6034bff848a1
Sewerage/hard/P001/000702,Sewerage,Sewerage,hard,P001,702,32,validation,1.4834,13.42,0,0.9325,0.1071,0.2381,0.2463,ce6c50be7fe1aa0af944adee213476c32ce83f4bd0cb4ac4e395f6572708362f
Sewerage/hard/P002/000226,Sewerage,Sewerage,hard,P002,226,32,validation,0.9639,6.88,0,0.8539,0.2233,0.2911,0.1913,fa849402279b2805d3a07123d69684ca5bcc7cce96f2754ab5e72f67dc73ac8a
Sewerage/hard/P002/000709,Sewerage,Sewerage,hard,P002,709,32,validation,4.2539,53.09,0,0.9575,0.3185,0.0891,0.2819,10ededb8d7af5bc0726d0edbdc4584965f7e6d5acab690757d0336d91fce6a4f
Sewerage/hard/P003/000265,Sewerage,Sewerage,hard,P003,265,32,validation,3.6445,23.83,0,0.9632,0.2257,0.1001,0.1966,bbf3da90e065a270b77d0ebf08d5b55e7c60662b3fa392463c1a4877cf8fd11b
Sewerage/hard/P003/000827,Sewerage,Sewerage,hard,P003,827,32,validation,2.0176,28.72,0,0.9346,0.1606,0.0449,0.1156,cff23c0d06f3865582726a5de4b1e0de0342e07ed71a1bb299c13240304d18d0
Sewerage/hard/P004/000202,Sewerage,Sewerage,hard,P004,202,32,validation,7.4492,42.06,0,0.8965,0.4866,0.1845,0.5325,41b908c9ff09c6a620be404823e83b3e5f9e937a9fb71024d748448bc3333f62
Sewerage/hard/P004/000636,Sewerage,Sewerage,hard,P004,636,32,validation,2.2559,25.91,0,0.9472,0.1527,0.0802,0.1876,ec53693c9dec3356a98fb5f92c52b4e2502a9fff7a37b5db8162b11294604a46
Sewerage/hard/P005/000221,Sewerage,Sewerage,hard,P005,221,32,validation,1.4756,13.91,0,0.9509,0.1398,0.3485,0.4021,a9d56dab4a464e31798ae217ef85707fc272ce548bd21e55f1c16db705a56168
Sewerage/hard/P005/000694,Sewerage,Sewerage,hard,P005,694,32,validation,8.0859,35.28,0,0.934,0.3663,0.1881,0.1878,d506abd960fd3db7811bf2cbcf5f97955ca904b8a3bd7aca3fc2f7693028e200
Sewerage/hard/P006/000220,Sewerage,Sewerage,hard,P006,220,32,validation,3.2168,18.52,0,0.9535,0.1642,0.05,0.236,531c783c406cc2c16052539e78e64a9e0fbf465b82403db7a042d91f51f3f8d2
Sewerage/hard/P006/000691,Sewerage,Sewerage,hard,P006,691,32,validation,2.1895,23.33,0,0.848,0.3307,0.1165,0.5029,d798d3af405dc6c492a8e6b51ef3abc45aaca59f5049cd5bf36d182e0e707a13
Sewerage/hard/P007/000262,Sewerage,Sewerage,hard,P007,262,32,validation,2.1855,35.28,0,0.9029,0.1864,0.1742,0.5023,56177f07a53ff64eec4f1bc5ebfc1a8720f4fd5c838cdeeabcab3e3f66787e20
Sewerage/hard/P007/000819,Sewerage,Sewerage,hard,P007,819,32,validation,1.9482,27.0,0,0.7103,0.1394,0.3941,0.5216,f50767eb4a6b5d43f0ff5c1112437a07859e0f0bcebb27aa8da977b4c5a7b1f3
Sewerage/hard/P008/000286,Sewerage,Sewerage,hard,P008,286,32,validation,1.5039,23.75,0,0.9252,0.0356,0.0048,0.2352,bec096bf4a252b0b3aa3583540ca52b8d390d1d35af70e59087a49ba921bc289
Sewerage/hard/P008/000891,Sewerage,Sewerage,hard,P008,891,32,validation,3.0254,8.34,0,0.9524,0.0922,0.2341,0.2891,49f7a856c94c209637e301479256b57664c0576366633a30161bb8d70e042269
Sewerage/hard/P009/000263,Sewerage,Sewerage,hard,P009,263,32,validation,3.4414,32.31,0,0.8317,0.3339,0.1519,0.3212,03c34316f66e46cbe27170588435ad8f99e087d0a6ab1f4c966496a7ce762e78
Sewerage/hard/P009/000821,Sewerage,Sewerage,hard,P009,821,32,validation,3.3184,12.17,0,0.8934,0.1195,0.0465,0.2181,f2fa977590fbfc6987056ab3ff7b7e0b1853097ce526c325d2bbadbddb400c46
Sewerage/hard/P010/000261,Sewerage,Sewerage,hard,P010,261,32,validation,4.6914,18.98,0,0.9132,0.2387,0.1077,0.2628,7e6219d8b2afe4533bde42f03778580d31f3e1ee28b369e57baaebe426f032f0
Sewerage/hard/P010/000815,Sewerage,Sewerage,hard,P010,815,32,validation,8.4492,23.28,0,0.9507,0.3443,0.1549,0.1562,d60768d8d378b8dc9a7aca6ff88ec19fe654e4bd3751afa863fdc986e8cee39c
Sewerage/hard/P011/000277,Sewerage,Sewerage,hard,P011,277,32,validation,3.3555,40.5,0,0.924,0.2461,0.1276,0.2387,41785b51288a358f3471ff35baa3b3c2e4d98af7f33a1017d912ebb3e9943a56
Sewerage/hard/P011/000863,Sewerage,Sewerage,hard,P011,863,32,validation,2.9395,5.7,0,0.9774,0.0037,0.0072,0.1241,891bd3c32686ee7c687560df106255c0aecc27de26e911301433c7a4acb75b5e
ShoreCaves/easy/P001/000414,ShoreCaves,ShoreCaves,easy,P001,414,32,calibration,8.0156,207.5,0,0.989,0.031,0.1117,0.238,e3481da23e4a9898a960d8196252980fecf29f203a48f77cad8bf03196850160
ShoreCaves/easy/P001/001272,ShoreCaves,ShoreCaves,easy,P001,1272,32,calibration,291.5,458.75,0,0.996,0.0487,0.7832,0.1242,02243e6f6db3143676728d12e4382550c1726d0f1458b364c67bfe553526b135
ShoreCaves/easy/P002/000564,ShoreCaves,ShoreCaves,easy,P002,564,32,calibration,5.5,10.73,0,0.9971,0.0166,0.5821,0.2737,b1cf96f589125c871ac82f233d6b39d6f92ac457bdd22b7905da6d79bc5a1919
ShoreCaves/easy/P002/001722,ShoreCaves,ShoreCaves,easy,P002,1722,32,calibration,340.0,506.25,0,0.9508,0.0916,0.8415,0.1333,50208d0f115653f12cb9f178f0cf041af6e5ab93b6aedce694d661b51face70b
ShoreCaves/easy/P003/000734,ShoreCaves,ShoreCaves,easy,P003,734,32,calibration,18.3438,320.5,0,0.9952,0.1929,0.4213,0.2664,40074e58e371d88321e8446d20911d5a358a4d8e7299af7d6a7bf92bd0d5391f
ShoreCaves/easy/P003/002234,ShoreCaves,ShoreCaves,easy,P003,2234,32,calibration,124.7188,534.5,0,0.9479,0.1293,0.6585,0.2029,8d54d251a8472c8bc1a3b4e1e4feadac6bd29776f9552f9ddd40a5fdafdf0e66
ShoreCaves/easy/P004/000490,ShoreCaves,ShoreCaves,easy,P004,490,32,calibration,232.75,311.0,0,0.9964,0.1287,0.5808,0.3062,580542b4fdee088a6150c5fa92ecff422996ad6f2a544c4afcc8d2844ba735dc
ShoreCaves/easy/P004/001503,ShoreCaves,ShoreCaves,easy,P004,1503,32,calibration,17.5312,324.0,0,0.9718,0.1373,0.3782,0.3594,5628ef1270628ea440923593fa1e1c4c557ac43294b4c67c0709fb49082586d1
ShoreCaves/easy/P005/000184,ShoreCaves,ShoreCaves,easy,P005,184,32,calibration,6.0859,466.0,0,0.9803,0.0439,0.0021,0.1845,7647442d9c2b98dd55df45a7a3f7735d5e2db5f969600d62bcac0646e0098a72
ShoreCaves/easy/P005/000585,ShoreCaves,ShoreCaves,easy,P005,585,32,calibration,3.1426,249.25,0,0.9949,0.0004,0.25,0.1916,220c90d74f4c10eddba21793e3105884f1aafab556627e81d98a9827550d3de4
ShoreCaves/easy/P006/000309,ShoreCaves,ShoreCaves,easy,P006,309,32,calibration,227.875,331.5,0,0.9968,0.1128,0.6279,0.2758,2ea9e85f0f610207ad497d09315ea8cbe454193137239096497207f2f49b5780
ShoreCaves/easy/P006/000958,ShoreCaves,ShoreCaves,easy,P006,958,32,calibration,18.5625,400.75,0,0.9798,0.1995,0.4824,0.0898,938399b020d7f3bd36ca984321a0c65066baea29b4c1a29f064805abc16fa86e
ShoreCaves/easy/P007/000345,ShoreCaves,ShoreCaves,easy,P007,345,32,calibration,9.4297,291.5,0,0.9917,0.0583,0.2753,0.4105,ad2d9742e9ed44d134126d2f460e1eab039dfa5597bbd524367827b1edcaa985
ShoreCaves/easy/P007/001067,ShoreCaves,ShoreCaves,easy,P007,1067,32,calibration,229.0625,301.25,0,0.9907,0.0826,0.7312,0.3433,631f09969d37d629341b15c3486a4e6881078bbb8b890d9c69c5c77e7e9ce2e7
ShoreCaves/easy/P008/000190,ShoreCaves,ShoreCaves,easy,P008,190,32,calibration,34.6875,284.5,0,0.9984,0.073,0.4306,0.2011,d65f41199c414f176d38b8bc4db305bf228f398d1f779ec1862b30ffedcd17c7
ShoreCaves/easy/P008/000600,ShoreCaves,ShoreCaves,easy,P008,600,32,calibration,5.0664,209.12,0,0.9803,0.0413,0.5121,0.1822,d05ea3b39a84e49afcfe5c226b2b986121c52d91144843f112fcc47f81007655
ShoreCaves/hard/P001/000265,ShoreCaves,ShoreCaves,hard,P001,265,32,calibration,3.8711,40.84,0,0.9459,0.0374,0.0143,0.3082,697d07e5dfa12d9f864fd5648d5cb4638cf932ee69d913c22ceb072295d299a0
ShoreCaves/hard/P001/000827,ShoreCaves,ShoreCaves,hard,P001,827,32,calibration,35.9219,342.25,0,0.9396,0.0793,0.6694,0.2304,40eddbaed11ad2b171cdd27f7b464ec1b3778c52d498098e88c7a59a675c45f2
ShoreCaves/hard/P002/000322,ShoreCaves,ShoreCaves,hard,P002,322,32,calibration,11.1328,592.0,0,0.9593,0.0644,0.6121,0.4887,bdd4ac47b22f23d8bdec21044225ce03e553904a8d3dc6f8e58a479dd7ca9da9
ShoreCaves/hard/P002/000998,ShoreCaves,ShoreCaves,hard,P002,998,32,calibration,47.7812,520.0,0,0.9547,0.1953,0.3736,0.3203,ed2475ff3e8a3074df66f3276dedc74848995705b4d6c234e509e3db6726475d
ShoreCaves/hard/P003/000386,ShoreCaves,ShoreCaves,hard,P003,386,32,calibration,21.2266,395.5,0,0.9547,0.1927,0.4745,0.3583,2e32de804a92b90a9613616b077628f24cda1c3d533230efc769ee9c9ebe2db6
ShoreCaves/hard/P003/001189,ShoreCaves,ShoreCaves,hard,P003,1189,32,calibration,22.7109,490.25,0,0.9519,0.1153,0.3797,0.6797,a25f767678202203d1be52ec610da6db501c75e3b743af39d4edf2fafced134f
ShoreCaves/hard/P004/000200,ShoreCaves,ShoreCaves,hard,P004,200,32,calibration,237.6875,356.5,0,0.9216,0.1348,0.6281,0.6393,48a1d53b1d775e011a353d85ccd39719e56b5faa8c5dd0927596c0d1f5f74cdd
ShoreCaves/hard/P004/000630,ShoreCaves,ShoreCaves,hard,P004,630,32,calibration,335.0,499.25,0,0.9242,0.0862,0.8247,0.4457,160e1105c3e5b60b46dfc70b73e97edcbc6fd0709653b420c3efeae7e8a826d4
ShoreCaves/hard/P005/000378,ShoreCaves,ShoreCaves,hard,P005,378,32,calibration,2.6934,21.77,0,0.7887,0.0085,0.0827,0.4593,46883bcc08bbc004a3b5a2b4584becf3d77428f6af011440106fcce285ab4561
ShoreCaves/hard/P006/000194,ShoreCaves,ShoreCaves,hard,P006,194,32,calibration,346.5,497.0,0,0.9368,0.1489,0.7755,0.1479,dd8ccde25d103a116090c6b8078208952c29fffa7ec068fecc17d6071460f418
ShoreCaves/hard/P006/000615,ShoreCaves,ShoreCaves,hard,P006,615,32,calibration,13.6523,415.75,0,0.9482,0.1242,0.5073,0.553,24d0a759654cb4ea82ed3c75077060eb0abb7888a4d1cedad6c10fbb98082e12
ShoreCaves/hard/P007/000204,ShoreCaves,ShoreCaves,hard,P007,204,32,calibration,293.5,382.5,0,0.9636,0.0722,0.7565,0.2558,4774ba1791d044821709622ac19aef98ce19fe13916fbb78b8065e36ac3ab9da
ShoreCaves/hard/P007/000645,ShoreCaves,ShoreCaves,hard,P007,645,32,calibration,339.375,468.25,0,0.9369,0.075,0.7647,0.3088,6ba18c2caf3518a0706ff30d18d2afe1829550116b8789356f25ad40c95f6817
ShoreCaves/hard/P008/000115,ShoreCaves,ShoreCaves,hard,P008,115,32,calibration,6.4492,60.84,0,0.9429,0.0693,0.5134,0.2589,6326c5179a9458a538eb4fa1199380e1fd5c38d53c778c02dc931dbd48398d34
ShoreCaves/hard/P008/000377,ShoreCaves,ShoreCaves,hard,P008,377,32,calibration,4.3125,496.5,0,0.9371,0.0696,0.4617,0.3057,ea6e685399f36dad0784312fd5ecd2dc1d09f80beef9d85293484fe5e0855d59
Slaughter/easy/P000/000415,Slaughter,Slaughter,easy,P000,415,32,calibration,1.2798,6.33,0,0.843,0.4696,0.441,0.3125,0469a2990f6fc89b3aa10338a0bde84a6400fd84c1daccaaf1d6028f5869fe61
Slaughter/easy/P000/001276,Slaughter,Slaughter,easy,P000,1276,32,calibration,1.4082,32.88,0,0.7972,0.2482,0.1797,0.3609,dd2fb27b78f55190402ce9a6b5b0b4d16812dfa9ad60e431b9fea25ce788d787
Slaughter/easy/P001/000263,Slaughter,Slaughter,easy,P001,263,32,calibration,1.2275,7.55,0,0.9655,0.1117,0.0839,0.1117,4bf726b8ec4c73515fb13618d4338c4da619594b267189b2aed00d6de969f1ca
Slaughter/easy/P001/000821,Slaughter,Slaughter,easy,P001,821,32,calibration,5.3203,14728.0,0,0.8222,0.918,0.8208,0.1823,1fe3ca3639fc228c235d036ae86010be54243e65c5b246d9b02ab0fdff24cbaa
Slaughter/easy/P002/000277,Slaughter,Slaughter,easy,P002,277,32,calibration,1.7842,12280.0,0,0.8832,0.5139,0.1485,0.1921,5b7c4e435fae4e4203fcf6cec641a488dd1653a857eba7e34088c44e484dded8
Slaughter/easy/P002/000864,Slaughter,Slaughter,easy,P002,864,32,calibration,1.2256,12984.0,0,0.8945,0.1833,0.3128,0.1919,19c8639b8109ad01c04ab0e2eda4e0cac0234a0e2376172a474c0725d78503f9
Slaughter/easy/P003/000155,Slaughter,Slaughter,easy,P003,155,32,calibration,1.5405,6.99,0,0.9373,0.147,0.0549,0.1084,75991af64495b8bc45c123f156b79e0fbf359a98d3ff41edcd17947bfaae87b2
Slaughter/easy/P003/000496,Slaughter,Slaughter,easy,P003,496,32,calibration,11864.0,16360.0,0,0.9626,0.3401,0.5738,0.1423,a06ca0d941d3c0e985e51e08c2444fd629ba6bcc5f089bfbbe4f647eab575583
Slaughter/easy/P004/000336,Slaughter,Slaughter,easy,P004,336,32,calibration,12896.0,16368.0,0,0.9501,0.285,0.8674,0.1484,a79d6b6948d92b93d1214de2644575bc5618ec976ea6b9fad45f0daa1026a262
Slaughter/easy/P004/001039,Slaughter,Slaughter,easy,P004,1039,32,calibration,2.1465,11.77,0,0.9619,0.3388,0.2565,0.1291,685fad844964adcccd14ec4896c8aa0517124e33a2c9c450ce5adf23086102b5
Slaughter/easy/P005/000336,Slaughter,Slaughter,easy,P005,336,32,calibration,2.0645,13368.0,0,0.9228,0.4269,0.2375,0.1901,08033ef1b796210d935a5864a8710bc048b5c8e50602f4e73bd4fd31c4ad8a35
Slaughter/easy/P005/001042,Slaughter,Slaughter,easy,P005,1042,32,calibration,1.1689,2.59,0,0.9928,0.057,0.1266,0.1062,343aa1255274e89a8b2b4cc3ede567abf72fc32c2b57b6f9c90ecc8290dac249
Slaughter/easy/P006/000218,Slaughter,Slaughter,easy,P006,218,32,calibration,1.8545,14696.0,0,0.8341,0.368,0.2127,0.2728,aa2b922c5513860741fbd2bdf2bfc790f3cba5d1b3b43f1e4d5938ccea2c4e16
Slaughter/easy/P006/000688,Slaughter,Slaughter,easy,P006,688,32,calibration,1.7412,26.14,0,0.9692,0.2362,0.1577,0.0939,4f75685d2e9c06d4dcfde1f289e83be343ac615e418e148f55390814fa59c260
Slaughter/easy/P007/000286,Slaughter,Slaughter,easy,P007,286,32,calibration,1.8218,22.62,0,0.9048,0.443,0.1447,0.2332,aae81713f4c4bcfaefbf45b63f7a36c64c0b04f29df96a6868de14ae9b45c1fc
Slaughter/easy/P007/000888,Slaughter,Slaughter,easy,P007,888,32,calibration,12640.0,16344.0,0,0.9671,0.252,0.8838,0.1171,5619873451315eba4db5b87ada2a87ea186a96525c8392e33df6a8e0105f4b84
Slaughter/easy/P008/000237,Slaughter,Slaughter,easy,P008,237,32,calibration,1.2734,34.03,0,0.9638,0.218,0.2372,0.1125,7c7055dd2aa11bf020f42d8cd4ef993c6fabc04fb05164476e76936769f387a5
Slaughter/easy/P008/000743,Slaughter,Slaughter,easy,P008,743,32,calibration,1.9854,16344.0,0,0.885,0.4191,0.4843,0.2355,e3e3d1d010afaeba923f907bafc18b9e43efbb56cd7ee1030ff24e042a5f2094
Slaughter/easy/P009/000295,Slaughter,Slaughter,easy,P009,295,32,calibration,2.6836,16144.0,0,0.7907,0.4039,0.2793,0.4063,932a2f653def00066b27e37f40e9915289de44291e4c9e51b82c32b0e456da9c
Slaughter/easy/P009/000917,Slaughter,Slaughter,easy,P009,917,32,calibration,2.0918,16000.0,0,0.9321,0.4858,0.2201,0.1173,159aa946f4f394ce2963bbf2db37433697d10622bdb026d703602cd3dfe43f68
Slaughter/easy/P010/000101,Slaughter,Slaughter,easy,P010,101,32,calibration,3.3066,26.02,0,0.8662,0.6246,0.232,0.1173,864b02c625e5248fce51b7571080cd97031a71f93c1628418b6b0b495983854d
Slaughter/easy/P010/000336,Slaughter,Slaughter,easy,P010,336,32,calibration,12720.0,16360.0,0,0.9877,0.2011,0.8326,0.0808,13ee6b9e3b3d2c691ace92a953fc8f9da51338595a020cf7f601e2243f8d8a2d
Slaughter/easy/P011/000123,Slaughter,Slaughter,easy,P011,123,32,calibration,2.1152,7.76,0,0.8777,0.552,0.5654,0.1908,afda810b71af643a879b8c941109740dae557e708976a5e8362db8b1617b153c
Slaughter/easy/P011/000402,Slaughter,Slaughter,easy,P011,402,32,calibration,12648.0,16352.0,0,0.9725,0.2021,0.732,0.2111,0bef6ca420584ddb72fe742c9a20c7645901a5758ef01bc5f21ee8f847804d95
Slaughter/hard/P000/000272,Slaughter,Slaughter,hard,P000,272,32,calibration,1.4463,18.72,0,0.9058,0.1117,0.0846,0.1759,7c49931bbc0b48ce658ef7bb34f726eb826bf6b2dd062ca45a36cffac09ddb7c
Slaughter/hard/P000/000848,Slaughter,Slaughter,hard,P000,848,32,calibration,1.6309,21.61,0,0.8987,0.2799,0.1754,0.3326,76ade004b1abc7d47e614fe8941efc6e87d189cb2e446b58d8b95d86b9a821ee
Slaughter/hard/P001/000154,Slaughter,Slaughter,hard,P001,154,32,calibration,1.084,5.12,0,0.8522,0.2642,0.1112,0.2198,e95ca60b13b5e9dcdec63f3773a8f4ec072bc5192e90e5ad5f768f5745c96c9b
Slaughter/hard/P001/000496,Slaughter,Slaughter,hard,P001,496,32,calibration,2.998,13712.0,0,0.8862,0.4692,0.714,0.2292,f0bb1ffb5a6c3630b689035015fb5a23b5d2e216dd55ae2770421a8455089367
Slaughter/hard/P002/000153,Slaughter,Slaughter,hard,P002,153,32,calibration,2.1309,27.12,0,0.9272,0.3522,0.167,0.3274,a2043bcf66f36f2ca4d8747af44f734cd8f5f80da6fedf4542aa6170b213e008
Slaughter/hard/P002/000492,Slaughter,Slaughter,hard,P002,492,32,calibration,2.2314,15168.0,0,0.9339,0.6849,0.1377,0.2053,6342cdb000bcaf4daff5bf46f04f3dab19d41a3455daa51018436b62e27f3a68
Slaughter/hard/P003/000084,Slaughter,Slaughter,hard,P003,84,32,calibration,1.3135,8.34,0,0.9104,0.1919,0.1998,0.197,abd3908d060b4d8f9a5b50eb78b7d74acdbfa7e71ab7360cc4834c18597c79c2
Slaughter/hard/P003/000284,Slaughter,Slaughter,hard,P003,284,32,calibration,2.291,15808.0,0,0.8801,0.4774,0.332,0.218,7ab57ad4b2d038b7b2ad0749c09b8130fb8cddcfe132d100031697f06c6b9c79
Slaughter/hard/P004/000174,Slaughter,Slaughter,hard,P004,174,32,calibration,13468.0,16344.0,0,0.9183,0.2424,0.9001,0.1499,6dcc643f9e9325d63d5670167bc2cf2644d88f4fccb66a2beaa0ce08a8133325
Slaughter/hard/P004/000554,Slaughter,Slaughter,hard,P004,554,32,calibration,1.7949,3.73,0,0.8921,0.3587,0.2169,0.2012,db00d0b19a43d2a5dbb877472683ebb95d5b73cfc754740666eeccd2a30da781
Slaughter/hard/P005/000204,Slaughter,Slaughter,hard,P005,204,32,calibration,1.6714,24.44,0,0.8885,0.3825,0.1875,0.4279,d8f9091c33d25982856a249ee04a190c23666d313b0d981bae6d7b45a8c973d3
Slaughter/hard/P005/000644,Slaughter,Slaughter,hard,P005,644,32,calibration,1.2539,12536.0,0,0.8194,0.2661,0.1648,0.283,bfcacf9d03faa121f2959f83846bce0cf5d489f74bfaf5ea6386e2ab13f87a14
Slaughter/hard/P006/000126,Slaughter,Slaughter,hard,P006,126,32,calibration,1.4004,9.28,0,0.894,0.2389,0.1415,0.2776,7df2b228f5eec42616c93f3506056fa804cbd6e00bd0ead427ebeceacf66959f
Slaughter/hard/P006/000412,Slaughter,Slaughter,hard,P006,412,32,calibration,1.5259,4.76,0,0.9198,0.5992,0.4118,0.1492,2a47c95854e3d386de6bd9d77ed9b680539b9810dcfb5e34eadb304b6851c821
Slaughter/hard/P007/000183,Slaughter,Slaughter,hard,P007,183,32,calibration,1.6025,8.94,0,0.6269,0.5007,0.1863,0.3965,7693a0769a2a44fe23b542745160a1f0808ec9e28df18f608586f50dfd4dedc6
Slaughter/hard/P007/000582,Slaughter,Slaughter,hard,P007,582,32,calibration,12376.0,16336.0,0,0.9046,0.2618,0.855,0.1699,095584e8afad15ab88f7881b4bad2bae8b86cdb7d0004212857ed397a5611381
Slaughter/hard/P008/000134,Slaughter,Slaughter,hard,P008,134,32,calibration,1.6621,16344.0,0,0.6336,0.4761,0.2084,0.5394,17a2f56202442e9bac071576bfcbc2a84cd693765756b2646c2a693dd9d5013f
Slaughter/hard/P008/000434,Slaughter,Slaughter,hard,P008,434,32,calibration,1.5479,17.41,0,0.8473,0.3354,0.1315,0.2528,d4ea669473f4f53600db287426b0bf7d5bcf26e223cf88289ce26954efb37bc1
Slaughter/hard/P009/000209,Slaughter,Slaughter,hard,P009,209,32,calibration,2.293,15.22,0,0.75,0.5739,0.3036,0.2094,18047caccb705d452636751ee92b2476b0d649453d95d6dbf788a0f325b1a9d1
Slaughter/hard/P009/000659,Slaughter,Slaughter,hard,P009,659,32,calibration,2.1836,14.02,0,0.7793,0.429,0.5724,0.3097,91a5a2bb310ddabdfb2793a9b14f42be7f751dc90a166351530e85f1b107afe0
Slaughter/hard/P010/000075,Slaughter,Slaughter,hard,P010,75,32,calibration,2.8477,9.06,0,0.8249,0.5449,0.3149,0.1549,7dd56e1d59102107a005296f6ce991cb548189473ba2b08422f2359f6fec1aa8
Slaughter/hard/P010/000256,Slaughter,Slaughter,hard,P010,256,32,calibration,12744.0,16360.0,0,0.9491,0.1836,0.7765,0.3792,268bdabe93177b2fa9b161315a69e632106f8f44be0d3eabbcdec23397ff2c62
Slaughter/hard/P011/000060,Slaughter,Slaughter,hard,P011,60,32,calibration,1.3271,11.23,0,0.7149,0.5087,0.1149,0.4401,ba7ef38f88b0354cb0845f6d77ebdcb343382a27bf1407d47a194f2907f70a24
Slaughter/hard/P011/000213,Slaughter,Slaughter,hard,P011,213,32,calibration,2.0586,10.39,0,0.9548,0.2647,0.2123,0.1455,faf17844618339f8a06665877b64af595f6341d76994051249f4be523f6e1c13
SoulCity/easy/P000/000238,SoulCity,SoulCity,easy,P000,238,32,train,28.2969,2292.0,2445,0.9009,0.394,0.2451,0.0982,69713d7b72cfc9d60df01cbb85495e849912e5e470165da81ea4b47d22780bbc
SoulCity/easy/P000/000745,SoulCity,SoulCity,easy,P000,745,32,train,7.1641,6044.0,45,0.9625,0.2635,0.3901,0.1278,53e47515b57d7843776953ea0241c2628e11ad730b5023524b9644eadb4190ef
SoulCity/easy/P001/000272,SoulCity,SoulCity,easy,P001,272,32,train,7.3242,70.88,0,0.9535,0.543,0.1265,0.3123,01808c45e9ee6b379dc2a98698107393c9aef585b05b064ee682d58f6473e9d6
SoulCity/easy/P001/000846,SoulCity,SoulCity,easy,P001,846,32,train,7.1133,24.53,0,0.9919,0.4743,0.0348,0.0772,24e781827297cae5b29178ff653921635dbb7c0aa31acf19d55205f209fbc18d
SoulCity/easy/P002/000228,SoulCity,SoulCity,easy,P002,228,32,train,6.332,1515.0,415,0.9752,0.2678,0.5012,0.1321,10a18b41afc8649e8c3f488e2a0a729bbff3ea2e6110c937ba8a93d616edcc78
SoulCity/easy/P002/000717,SoulCity,SoulCity,easy,P002,717,32,train,8.4609,5244.0,272,0.981,0.3984,0.0569,0.2571,445603013b94bd26847a9e4b40c83626a33bae58cfe533029b12c1c7daf706bb
SoulCity/easy/P003/000273,SoulCity,SoulCity,easy,P003,273,32,train,9.1875,78.25,31,0.9641,0.5367,0.1481,0.0847,f5f074ddfeb4c4b0be2f7ddef923c41ffc21dcf532014cf300f14300f26466ec
SoulCity/easy/P003/000852,SoulCity,SoulCity,easy,P003,852,32,train,3.8926,185.38,0,0.9832,0.0474,0.0811,0.1141,c438073c1a2967f4e5eaac5b7899a5ef987b0c30f05d652a8080259dcf6fd9d9
SoulCity/easy/P004/000357,SoulCity,SoulCity,easy,P004,357,32,train,13.7422,1108.0,335,0.9583,0.5791,0.0478,0.2931,e49ed4dda4e9cf029b26dd750124547fa12b49f3d44fd9ebad4a2b1b854cd287
SoulCity/easy/P004/001104,SoulCity,SoulCity,easy,P004,1104,32,train,7.1445,160.25,42,0.9577,0.3172,0.4639,0.2637,176d230b26ca6eb848bd78935b245d07157d858e0b4e7befbbf4e3cbd47e30af
SoulCity/easy/P005/000299,SoulCity,SoulCity,easy,P005,299,32,train,11.75,1545.5,1176,0.9615,0.5817,0.135,0.1277,9c8cd0388c7c7c582b33ae8f8a7ebf393c3c40bff208bb694154eedc0c6b93a8
SoulCity/easy/P005/000928,SoulCity,SoulCity,easy,P005,928,32,train,10.6953,6526.0,4148,0.9087,0.3623,0.25,0.3004,e7628ad7b21ce7c0da5f0ae47833a4d061a18063cb37e2256ddffa2b86a7a811
SoulCity/easy/P006/000460,SoulCity,SoulCity,easy,P006,460,32,train,15.5234,1598.0,2285,0.9837,0.4106,0.4795,0.1153,ad8ea22cd7ca0f2406edb4fb8e4dcfa0980e3de25259bd74b67982c1ed5ec754
SoulCity/easy/P006/001414,SoulCity,SoulCity,easy,P006,1414,32,train,2.5742,28.28,0,0.9704,0.1077,0.2169,0.207,7d6d9c324f5736876bc18a2f4791872c721798740d5848226b048dfdd9681d56
